SMILES,Caco-2,CYP3A4,hERG,HOB,MN
Oc1ccc2cc(ccc2c1)c3cc(F)c(O)cc3F,1,0,0,1,0
Oc1ccc2cc(ccc2c1Cl)c3cc(F)c(O)cc3F,1,0,0,1,0
Oc1ccc2cc(ccc2c1)c3c(F)cc(O)cc3F,1,0,0,0,0
Oc1cc(F)c(c(F)c1)c2ccc3c(Cl)c(O)ccc3c2,1,0,0,0,0
Oc1ccc(c(Cl)c1)c2ccc3cc(O)ccc3c2,1,0,0,0,0
Oc1ccc(c(Cl)c1)c2ccc3c(Cl)c(O)ccc3c2,1,0,0,0,0
COc1cc(O)ccc1c2ccc3cc(O)ccc3c2,1,0,0,0,1
Cc1cc(O)ccc1c2ccc3cc(O)ccc3c2,1,0,0,1,0
Cc1cc(O)ccc1c2ccc3c(Cl)c(O)ccc3c2,1,1,0,0,0
Oc1ccc2cc(ccc2c1)c3ccc(O)c(F)c3,1,0,0,0,0
Oc1ccc(cc1F)c2ccc3c(Cl)c(O)ccc3c2,1,0,0,1,0
Oc1ccc2cc(ccc2c1)c3ccc(O)c(Cl)c3,1,0,0,0,0
Oc1ccc(cc1Cl)c2ccc3c(Cl)c(O)ccc3c2,1,0,0,1,0
Oc1ccc2cc(ccc2c1)c3cc(F)c(O)c(F)c3,1,0,0,0,0
Oc1ccc2cc(ccc2c1Cl)c3cc(F)c(O)c(F)c3,1,0,0,1,0
Oc1ccc(cc1)c2cc(F)c3cc(O)ccc3c2,1,0,0,0,0
Oc1ccc2cc(cc(F)c2c1)c3ccc(O)c(F)c3,1,0,0,0,0
Oc1ccc(cc1)c2cc(F)c3c(Cl)c(O)ccc3c2,1,0,0,0,0
Oc1ccc(cc1F)c2cc(F)c3c(Cl)c(O)ccc3c2,1,0,0,1,0
Oc1ccc(cc1)c2cc(Cl)c3cc(O)ccc3c2,1,0,0,0,0
Oc1ccc(cc1)c2cc(Cl)c3c(Cl)c(O)ccc3c2,1,0,0,0,0
Oc1ccc(cc1)c2cc(C#N)c3cc(O)ccc3c2,1,0,0,0,1
Oc1ccc2cc(cc(C#N)c2c1)c3ccc(O)c(F)c3,1,0,0,0,1
Oc1ccc(cc1)c2cc(C#N)c3c(Br)c(O)ccc3c2,1,0,0,0,1
Oc1ccc(cc1)c2cc(C#N)c3c(Cl)c(O)ccc3c2,1,1,0,0,1
Oc1ccc(cc1F)c2cc(C#N)c3c(Cl)c(O)ccc3c2,1,1,0,1,1
Oc1ccc(cc1F)c2cc(C#N)c3c(F)c(O)ccc3c2,1,0,0,0,1
Oc1ccc2cc(cc(C=O)c2c1)c3ccc(O)c(F)c3,1,0,0,0,1
Oc1ccc2cc(cc(C=C)c2c1)c3ccc(O)c(F)c3,1,0,0,0,0
CCc1cc(cc2ccc(O)cc12)c3ccc(O)c(F)c3,1,0,0,1,0
Oc1ccc2cc(cc(C#C)c2c1)c3ccc(O)c(F)c3,1,0,0,0,0
CC#Cc1cc(cc2ccc(O)cc12)c3ccc(O)c(F)c3,1,0,0,0,0
Oc1ccc(c(F)c1)c2cc(C#N)c3cc(O)ccc3c2,1,0,0,0,1
Oc1ccc2cc(cc(C#N)c2c1)c3cc(F)c(O)cc3F,1,0,0,0,1
Oc1ccc2cc(cc(C#N)c2c1)c3c(F)cc(O)cc3F,1,0,0,0,1
Oc1ccc2cc(cc(C#N)c2c1)c3cc(F)c(O)c(F)c3,1,0,0,0,1
Oc1ccc(cc1)c2ccc3cc(O)cc(C#N)c3c2,1,0,0,0,1
Oc1cc(C#N)c2cc(ccc2c1)c3ccc(O)c(F)c3,1,0,0,0,1
Oc1ccc(cc1F)c2ccc3c(Br)c(O)cc(C#N)c3c2,1,0,0,1,1
Oc1ccc(cc1F)c2ccc3c(C#N)c(O)cc(C#N)c3c2,0,0,0,1,1
Cc1c(O)cc(C#N)c2cc(ccc12)c3ccc(O)c(F)c3,1,0,0,1,1
Oc1ccc(cc1)c2ccc3c(Cl)c(O)cc(C#N)c3c2,1,1,0,0,1
Oc1ccc(cc1F)c2ccc3c(Cl)c(O)cc(C#N)c3c2,1,0,0,1,1
Oc1cc(C#C)c2cc(ccc2c1)c3ccc(O)c(F)c3,1,0,0,0,0
CC#Cc1cc(O)cc2ccc(cc12)c3ccc(O)c(F)c3,1,0,0,0,0
Oc1cc(C=O)c2cc(ccc2c1)c3ccc(O)c(F)c3,1,0,0,0,1
Oc1cc(C=C)c2cc(ccc2c1)c3ccc(O)c(F)c3,1,0,0,0,0
CCc1cc(O)cc2ccc(cc12)c3ccc(O)c(F)c3,1,0,0,0,0
Oc1ccc(cc1)c2ccc3cc(O)ccc3c2,1,0,0,0,0
Oc1cccc(c1)c2ccc3c(O)cccc3c2,1,0,0,0,0
Oc1ccc(cc1)c2ccc3c(O)cccc3c2,1,0,0,0,0
Oc1cccc(c1)c2ccc3cc(O)ccc3c2,1,0,0,0,0
Oc1ccc2cc(ccc2c1)c3ccccc3,1,0,0,1,0
Oc1ccc(cc1)c2ccc3ccc(O)cc3c2,0,0,0,0,0
Oc1cccc(c1)c2ccc3ccc(O)cc3c2,1,0,0,0,0
Oc1ccc2ccc(cc2c1)c3ccccc3,1,0,0,1,0
Oc1ccc(cc1)c2ccc3ccccc3c2,1,0,0,0,0
Oc1ccc(cc1)c2ccc3c(Cl)c(O)ccc3c2,1,0,0,0,0
Oc1ccc(cc1)c2ccc3c(Br)c(O)ccc3c2,1,0,0,0,0
Oc1ccc(cc1)c2ccc3c(F)c(O)ccc3c2,1,0,0,0,0
Oc1ccc(cc1)c2ccc3c(C#N)c(O)ccc3c2,0,0,0,0,1
Oc1ccc(cc1)c2ccc3c(c(O)ccc3c2)c4ccccc4,0,0,0,0,0
Cc1c(O)ccc2cc(ccc12)c3ccc(O)cc3,1,0,0,0,0
COc1c(O)ccc2cc(ccc12)c3ccc(O)cc3,1,0,0,0,1
Oc1ccc(cc1)c2ccc3c(c(O)ccc3c2)[N+](=O)[O-],1,0,0,1,1
Oc1ccc(c(F)c1)c2ccc3cc(O)ccc3c2,1,0,0,0,0
CCC1=N[C@@H]([C@@H](N1)c2ccc(O)cc2)c3ccc(OCCN4CCCCC4)cc3,0,1,1,0,1
Oc1ccc2C(N(CCc2c1)c3ccccc3)c4ccc(cc4)N5CCN6CCCCC6C5,0,1,1,0,1
CC1CN(CCN1C)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,0,1,1,1,1
CCN1CCN(CC1C)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,0,1,1,1,1
CCC1CN(CCN1C)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,0,1,1,0,1
CN1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,0,1,1,0,1
CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,0,1,1,0,1
CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccc(F)cc5,0,1,1,0,1
CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(F)c5,0,1,1,0,1
CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,0,1,1,0,1
CN1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,0,1,1,0,1
CC(C)N1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,0,1,1,1,1
CC(C)CN1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,0,1,1,0,1
Oc1cccc(c1)N2CCc3cc(O)ccc3C2c4ccc(cc4)N5CCN(CC6CC6)CC5,0,1,1,0,1
Oc1cccc(c1)N2CCc3cc(O)ccc3C2c4ccc(cc4)N5CCN(CC5)C6CCCC6,0,1,1,0,1
Oc1cccc(c1)N2CCc3cc(O)ccc3C2c4ccc(cc4)N5CCN(CC5)C6CCCCC6,0,1,1,0,1
Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCCCCC6)cc5)c23,0,1,1,0,1
Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCCCCC6)cc5)c23,0,1,1,0,1
CN(C)CCOc1ccc(Cn2c3ccccc3c4sc5cc(O)ccc5c24)cc1,0,1,1,0,1
CN(C)CCOc1ccc(Cn2c3ccc(O)cc3c4sc5cc(O)ccc5c24)cc1,0,1,0,0,1
CCN(CC)CCOc1ccc(Cn2c3ccccc3c4sc5cc(O)ccc5c24)cc1,0,1,1,0,0
CCN(CC)CCOc1ccc(Cn2c3ccc(O)cc3c4sc5cc(O)ccc5c24)cc1,0,1,1,0,1
Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCOCC6)cc5)c23,0,1,0,0,1
Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCOCC6)cc5)c23,0,1,0,0,1
Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCCCC6)cc5)c23,0,1,1,0,1
Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCCCC6)cc5)c23,0,1,1,0,1
Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCCC6)cc5)c23,0,1,0,0,1
Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCCC6)cc5)c23,0,1,1,0,1
Oc1ccc(cc1)c2ccc3cc(O)ccc3n2,1,0,0,0,1
Oc1ccc(cc1)c2ccc3c(Cl)c(O)ccc3n2,1,0,0,0,1
Oc1ccc(cc1)c2ccc3c(Br)c(O)ccc3n2,0,0,0,0,1
Oc1ccc(cc1)c2cc(Cl)c3cc(O)ccc3n2,1,0,0,0,1
Oc1ccc2nc(cc(Cl)c2c1)c3ccc(O)c(F)c3,1,0,0,0,1
Oc1ccc(cc1)c2cc(Br)c3cc(O)ccc3n2,1,0,0,0,1
Oc1ccc2nc(cc(Br)c2c1)c3ccc(O)c(F)c3,1,0,0,0,1
Oc1ccc2nc(cc(Br)c2c1)c3cc(F)c(O)c(F)c3,1,0,0,0,1
Oc1ccc(cc1)c2cc(C=C)c3cc(O)ccc3n2,1,0,0,0,1
Oc1ccc2nc(cc(C=C)c2c1)c3ccc(O)c(F)c3,1,0,0,0,1
CCc1cc(nc2ccc(O)cc12)c3ccc(O)cc3,1,0,1,0,1
CCc1cc(nc2ccc(O)cc12)c3ccc(O)c(F)c3,1,0,0,0,1
Oc1ccc(cc1)c2cc(C#C)c3cc(O)ccc3n2,0,0,0,0,1
Oc1ccc2nc(cc(C#C)c2c1)c3ccc(O)c(F)c3,1,0,0,0,1
Oc1ccc2nc(cc(C#C)c2c1)c3cc(F)c(O)c(F)c3,0,0,0,0,1
Oc1ccc(cc1)c2cc(C#N)c3cc(O)ccc3n2,1,0,0,0,1
Oc1ccc2nc(cc(C#N)c2c1)c3ccc(O)c(F)c3,1,0,0,0,1
CC(=O)c1cc(nc2ccc(O)cc12)c3ccc(O)cc3,1,0,0,0,1
CC(=O)c1cc(nc2ccc(O)cc12)c3ccc(O)c(F)c3,1,0,0,0,1
Oc1ccc2nc(cc(c3ccccc3)c2c1)c4ccc(O)c(F)c4,0,0,0,0,1
COc1cc(nc2ccc(O)cc12)c3ccc(O)cc3,1,0,0,0,1
C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CCCC5,0,1,1,0,1
C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CC[C@@H](C)C5,0,1,1,0,1
C[C@@H]1CCN(CCOc2ccc(cc2)C(=O)c3c(sc4cc(O)ccc34)c5ccc(O)cc5)C1,0,1,1,0,0
C[C@@H](COc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4)N5CCCC5,0,1,0,0,1
C[C@@H]1CCN(CCOc2ccc(Cn3c(c(C)c4cc(O)ccc34)c5ccc(O)cc5)cc2)C1,0,1,1,0,1
C[C@@H](COc1ccc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)cc1)N5CCCC5,0,1,1,0,1
C[C@@H]1CCN(CCOc2ccc(cc2)[C@H]3[C@H](CCc4cc(O)ccc34)c5ccccc5)C1,0,1,1,0,0
C[C@@H](COc1ccc(cc1)[C@H]2[C@H](CCc3cc(O)ccc23)c4ccccc4)N5CCCC5,0,1,1,0,0
Oc1ccc(cc1)c2[nH]c3ccccc3c2c4ccccc4,0,0,0,0,1
Oc1ccc(cc1)c2c([nH]c3ccccc23)c4ccccc4,0,0,0,0,1
Oc1ccc(cc1)c2[nH]c3ccccc3c2c4ccc(O)cc4,0,0,0,0,1
c1ccc(cc1)c2[nH]c3ccccc3c2c4ccccc4,1,0,0,1,1
Oc1ccc(cc1)c2[nH]c(nc2c3ccccc3)C(F)(F)F,0,0,0,0,1
Oc1ccc(cc1)c2noc(c2c3ccccc3)C(F)(F)F,0,0,0,0,1
Oc1ccc(cc1)n2c(nc3ccccc23)c4ccccc4Cl,1,1,0,1,1
Cc1nocc1c2nc3ccccc3n2c4ccc(O)cc4,1,1,0,1,1
Cn1cccc1c2nc3ccccc3n2c4ccc(O)cc4,1,0,0,1,1
Oc1ccc(cc1)n2c(nc3ccccc23)c4ccccc4,1,0,0,1,1
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C=C)C1CC[C@@H]2O,1,1,0,0,0
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C=C)C1CC[C@@]2(O)C#C,1,1,0,1,0
C[C@]1(O)CCC2C3CC=C4C[C@@H](O)CC[C@]4(C=C)C3CC[C@]12C,1,1,0,1,0
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34CO)C1CC[C@@H]2O,1,1,0,0,0
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2O,1,1,0,0,0
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34CC#C)C1CC[C@@H]2O,1,1,0,0,0
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C#C)C1CC[C@@H]2O,1,1,0,0,0
CCC[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,1,1,0,1,0
CC[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,1,1,0,0,0
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34CC=C)C1CC[C@@H]2O,1,1,0,0,0
CC\C=C/[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,1,1,1,0,0
C\C=C\[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,1,1,1,0,0
C\C=C/[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,1,1,1,0,0
CO\C=C/[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,1,1,1,0,0
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C\Br)C1CC[C@@H]2O,1,1,0,0,0
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C\Cl)C1CC[C@@H]2O,1,1,0,0,0
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C/Cl)C1CC[C@@H]2O,1,1,0,0,0
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C\F)C1CC[C@@H]2O,1,1,0,0,0
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C/F)C1CC[C@@H]2O,1,1,0,0,0
CN(C)CCOc1ccc(cc1)\C(=C(\CCCCO)/c2ccccc2)\c3ccc(O)cc3,0,1,1,0,0
CN(C)CCOc1ccc(cc1)\C(=C(\CCCO)/c2ccccc2)\c3ccc(O)cc3,0,1,1,0,0
CN(C)CCOc1ccc(cc1)\C(=C(\CCO)/c2ccccc2)\c3ccc(O)cc3,0,1,1,0,0
CSCCC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,0,1,1,0,0
CN(C)CCOc1ccc(cc1)\C(=C(\CCCN=[N+]=[N-])/c2ccccc2)\c3ccc(O)cc3,0,1,1,0,1
CN(C)CCOc1ccc(cc1)\C(=C(\CCN=[N+]=[N-])/c2ccccc2)\c3ccc(O)cc3,0,1,1,0,1
CN(C)CCOc1ccc(cc1)\C(=C(\CCCC#N)/c2ccccc2)\c3ccc(O)cc3,0,1,1,0,0
CN(C)CCOc1ccc(cc1)\C(=C(\CCC#N)/c2ccccc2)\c3ccc(O)cc3,0,1,1,0,0
CN(C)CCOc1ccc(cc1)\C(=C(\CCCCl)/c2ccccc2)\c3ccc(O)cc3,0,1,1,0,0
CN(C)CCOc1ccc(cc1)\C(=C(\CCCl)/c2ccccc2)\c3ccc(O)cc3,0,1,1,0,0
CCN(c1ccccc1)S(=O)(=O)c2ccc(O)cc2,1,0,0,0,1
CCN(c1ccccc1Br)S(=O)(=O)c2ccc(O)cc2,1,0,0,1,1
CCN(c1cccc(OC)c1)S(=O)(=O)c2ccc(O)cc2,1,0,0,0,1
CCCN(c1ccccc1)S(=O)(=O)c2ccc(O)cc2,1,0,0,0,1
CCN(c1ccc(O)cc1)S(=O)(=O)c2ccc(O)cc2,1,0,0,0,1
CCN(c1ccccc1)S(=O)(=O)c2ccc(O)c(C)c2,1,0,0,1,1
CC(C)N(c1ccccc1)S(=O)(=O)c2ccc(O)cc2,1,0,0,1,1
CCN(c1ccccc1OC)S(=O)(=O)c2ccc(O)cc2,1,0,0,0,1
CC(C)(C)CN(c1ccccc1)S(=O)(=O)c2ccc(O)cc2,1,0,0,0,1
Oc1ccc(cc1)S(=O)(=O)N(Cc2ccccc2)c3ccccc3,1,0,0,0,1
Oc1ccc(cc1)S(=O)(=O)N(C2CCCCC2)c3ccccc3,1,0,0,0,1
Oc1ccc(cc1)S(=O)(=O)N(c2ccccc2)c3ccccc3,1,0,0,0,1
CCCCN(c1ccccc1)S(=O)(=O)c2ccc(O)cc2,1,0,0,0,1
Oc1ccc(cc1)S(=O)(=O)N(CC=C)c2ccccc2,1,0,0,0,1
CCCN(c1ccccc1Br)S(=O)(=O)c2ccc(O)c(C)c2,1,0,0,1,1
CCCN(c1ccccc1c2ccccc2)S(=O)(=O)c3ccc(O)c(C)c3,1,0,1,1,1
CCCN(c1ccccc1F)S(=O)(=O)c2ccc(O)cc2,1,0,0,1,1
CCCN(c1ccccc1Br)S(=O)(=O)c2ccc(O)c(c2)C(F)(F)F,1,0,0,1,1
CCCN(c1ccccc1Br)S(=O)(=O)c2ccc(O)cc2,1,0,0,1,1
CCCN(c1c(C)cccc1CC)S(=O)(=O)c2ccc(O)c(C)c2,1,1,1,1,1
CCCN(c1c(C)cccc1C)S(=O)(=O)c2ccc(O)c(C)c2,1,0,0,1,1
CCCN(c1c(Cl)cccc1Cl)S(=O)(=O)c2ccc(O)c(C)c2,1,1,0,1,1
CCCN(c1c(CC)cccc1CC)S(=O)(=O)c2ccc(O)c(C)c2,1,0,1,1,1
CCCN(c1c(C)cccc1Cl)S(=O)(=O)c2ccc(O)c(C)c2,1,1,0,1,1
CCCN(c1c(C)cccc1Cl)S(=O)(=O)c2ccc(O)cc2,1,1,0,1,1
CCCN(c1ccccc1C(F)(F)F)S(=O)(=O)c2ccc(O)cc2,1,0,0,0,1
CCCN(c1ccccc1Cl)S(=O)(=O)c2ccc(O)c(C)c2,1,1,0,1,1
CCCN(c1ccccc1Cl)S(=O)(=O)c2ccc(O)cc2,1,1,0,1,1
CCCN(c1ccccc1C)S(=O)(=O)c2ccc(O)c(C)c2,1,0,0,1,1
CC1CCc2ccccc2N1S(=O)(=O)c3ccc(O)cc3,1,1,0,0,1
Oc1ccc2c(CCN(c3ccccc3Cl)S2(=O)=O)c1,1,1,0,0,1
Cc1c(O)ccc2c1CCc3cc(O)cc(C=C)c23,1,1,0,0,0
Cc1cc(O)c(C)c2c1c3ccc(O)c(C)c3OC2(C)CC=C,1,1,1,0,0
Cc1c(O)ccc2c1OC(C)(C)c3c(C)c(O)ccc23,1,0,0,1,1
CC(C)CC1Oc2c(C)c(O)ccc2c3c(C)cc(O)cc13,1,0,1,0,0
CC1Oc2c(C)c(O)ccc2c3c(C)cc(O)c(C)c13,1,0,0,1,1
CCCC1Oc2c(C)c(O)ccc2c3c(C)cc(O)cc13,1,0,1,0,0
CCC1Oc2c(C)c(O)ccc2c3c(C)cc(O)cc13,1,0,1,0,1
CCC1Oc2c(C)c(O)ccc2c3ccc(O)c(C)c13,1,0,1,0,1
CC1Oc2c(C)c(O)ccc2c3ccc(O)c(C)c13,1,0,0,0,1
CC1Oc2c(C)c(O)ccc2c3c(C)cc(O)cc13,1,0,0,0,1
Cc1cc(O)cc2COc3c(C)c(O)ccc3c12,1,0,0,0,1
Cc1c(O)ccc2c1COc3c(C)c(O)ccc23,1,0,0,0,0
Cc1c(O)c(Cl)c(C)c2c3ccc(O)c(Cl)c3OC(=O)c12,1,0,0,1,1
Cc1c(O)c(Cl)cc2c3ccc(O)c(Cl)c3OC(=O)c12,1,1,0,1,1
Oc1ccc2c(OC(=O)c3c(Cl)c(O)c(F)cc23)c1Cl,1,0,0,1,1
Cc1cc(O)c(C)c2C(=O)Oc3c(C)c(O)ccc3c12,1,0,0,1,1
Cc1cc(O)c(C)c2OC(=O)c3c(C)c(O)ccc3c12,1,0,0,0,1
Cc1cc(O)cc2C(=O)Oc3c(C)c(O)ccc3c12,1,0,0,0,1
CCc1cc(O)cc2C(=O)Oc3c(C)c(O)ccc3c12,1,0,0,0,1
Cc1c(O)ccc2c3ccc(O)c(Br)c3OC(=O)c12,1,0,0,0,1
CCc1c(O)ccc2c3ccc(O)c(F)c3OC(=O)c12,1,0,0,1,1
Cc1c(O)ccc2c3ccc(O)c(F)c3OC(=O)c12,1,0,0,0,1
CCc1c(O)ccc2c1OC(=O)c3c(C)c(O)ccc23,1,0,0,0,1
CCc1c(O)ccc2c3ccc(O)c(C)c3OC(=O)c12,1,0,0,1,1
Cc1c(O)ccc2c1OC(=O)c3c(O)c(O)ccc23,1,0,0,0,1
Cc1cc(O)c(Cl)c2C(=O)Oc3c(Cl)c(O)ccc3c12,1,0,0,1,1
Cc1cc(O)cc2OC(=O)c3c(C)c(O)ccc3c12,1,0,0,0,1
Cc1cc(O)c(C)c2OC(=O)c3cc(O)ccc3c12,1,0,0,0,1
Cc1c(O)ccc2c3ccc(O)cc3OC(=O)c12,1,0,0,0,1
Cc1c(O)ccc2c1OC(=O)c3cc(O)ccc23,1,0,0,0,1
Cc1c(O)ccc2c1OC(=O)c3c(C)c(O)ccc23,1,0,0,0,1
COc1c(C)c(Br)c2C(=O)Oc3c(C)c(O)ccc3c2c1C,1,0,0,1,1
COc1c(C)cc2C(=O)Oc3c(C)c(O)ccc3c2c1C,1,0,0,0,1
CCc1cc(OC)cc2C(=O)Oc3c(C)c(O)ccc3c12,1,0,0,0,1
Cc1cc(C=C)c2c(c1)C(=O)Oc3c(C)c(O)ccc23,1,0,0,0,1
Cc1cc(CC=C)c2c(c1)C(=O)Oc3c(C)c(O)ccc23,1,0,0,0,1
Cc1cc(Br)c2c(c1)C(=O)Oc3c(C)c(O)ccc23,1,0,0,1,1
Cc1cc(C)c2c(c1)C(=O)Oc3c(C)c(O)ccc23,1,0,0,1,1
CC\C=C\c1cc2c(cc1Br)C(=O)Oc3c(C)c(O)ccc23,0,0,0,0,1
COc1cc2C(=O)Oc3c(C)c(O)ccc3c2cc1Br,1,1,0,1,1
Cc1cc2c(cc1Br)C(=O)Oc3c(C)c(O)ccc23,1,0,0,1,1
Cc1ccc(C)c2c3ccc(O)c(C)c3OC(=O)c12,1,0,0,1,1
Cc1c(O)ccc2c1OC(=O)c3c(Br)cc(Br)cc23,1,0,0,1,1
Cc1c(O)ccc2c1OC(=O)c3c(C)c(NS(=O)(=O)C)ccc23,1,0,0,1,1
Cc1c(O)ccc2c1OC(=O)c3c(C)c(N)ccc23,1,0,0,0,1
COc1ccc2c3ccc(O)c(C)c3OC(=O)c2c1C,1,0,0,0,1
C\C=C\c1cccc2C(=O)Oc3c(C)c(O)ccc3c12,1,1,0,0,1
CCc1c(O)ccc2c1OC(=O)c3cc(Br)ccc23,1,0,0,1,1
Cc1cc(C)c2c(c1)C(=O)Oc3cc(O)ccc23,1,0,0,0,1
Cc1c(O)ccc2c1OC(=O)c3cc(C=C)ccc23,1,0,0,1,1
CCC1Oc2c(C)c(O)ccc2c3c(C)cc(O)c(C)c13,1,0,1,0,1
Oc1ccc(cc1)N2C=Nc3cc(O)cc(O)c3C2=O,1,0,0,0,1
Oc1ccc(cc1)N2C=Nc3cc(O)cc(O)c3C2=S,1,0,0,0,1
Oc1cc(O)c2C(=O)N(C=Nc2c1)c3ccc(O)c(F)c3,1,0,0,0,1
Oc1cc(O)c2C(=O)N(C=Nc2c1)c3ccc(O)c(Cl)c3,1,1,0,0,1
Cc1cc(O)ccc1N2C=Nc3cc(O)cc(O)c3C2=O,1,1,0,0,1
COc1cc(O)c2C(=O)N(C=Nc2c1)c3ccc(O)cc3,1,1,0,0,1
Oc1cc(O)c2C(=O)N(C=Nc2c1)c3ccc(O)nc3,1,0,0,1,1
Oc1ccc(nc1)N2C=Nc3cc(O)cc(O)c3C2=O,1,0,0,0,1
Cc1cc(ccc1O)N2C=Nc3cc(O)cc(O)c3C2=O,1,1,0,0,1
Oc1ccc(N2C=Nc3cc(O)cc(O)c3C2=O)c(Cl)c1,1,1,0,0,1
Oc1ccc(N2C=Nc3cc(O)cc(O)c3C2=O)c(F)c1,1,0,0,0,1
CC(C)C1=Nc2cc(O)cc(O)c2C(=O)N1c3ccc(O)cc3,1,1,0,0,1
CCCCC1=Nc2cc(O)cc(O)c2C(=O)N1c3ccc(O)cc3,1,1,0,0,1
CCCC1=Nc2cc(O)cc(O)c2C(=O)N1c3ccc(O)cc3,1,1,0,0,1
CCC1=Nc2cc(O)cc(O)c2C(=O)N1c3ccc(O)cc3,1,1,0,0,1
CC1=Nc2cc(O)cc(O)c2C(=O)N1c3ccc(O)cc3,1,1,0,0,1
Oc1cc(O)c2C(=O)N(C=Nc2c1)c3ccccc3,1,0,0,1,1
Oc1cccc(c1)N2C=Nc3cc(O)cc(O)c3C2=O,1,0,0,0,1
Oc1ccc(cc1)N2C=Nc3cc(O)ccc3C2=O,1,0,0,1,1
CCCc1c(O)cc2N=CN(C(=O)c2c1O)c3ccc(O)cc3,1,1,0,0,1
Cc1c(O)cc(O)c2C(=O)N(C=Nc12)c3ccc(O)cc3,1,0,0,0,1
CC(=C)c1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,1,1,0,1,1
OCc1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,1,0,0,0,1
Oc1ccc(cc1)N2C=Nc3cc(O)cc(c4ccccc4)c3C2=O,1,0,0,1,1
COC(=O)c1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,1,1,0,1,1
CCc1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,1,0,0,0,1
Cc1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,1,0,0,1,1
Nc1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,1,0,0,1,1
Oc1ccc(cc1)N2C(=O)c3ccc(O)cc3N=C2c4ccc(O)cc4,0,0,0,1,1
Oc1ccc(cc1)N2C(=O)Nc3cc(O)cc(O)c3C2=O,1,0,0,0,1
